gk_player_id,gk_shot_save_pct,gk_penalty_save_pct,pct_q1_shot_xg,pct_q2_shot_xg,pct_q3_shot_xg,pct_q4_shot_xg,gk_collected_per_minute,gk_keeper_sweeper_per_minute,gk_smother_per_minute,gk_punch_per_minute,gk_shot_faced_per_minute,gk_penalty_faced_per_minute,pct_shot_from_gk_right,pct_shot_from_gk_left,pct_shot_from_gk_unk
4640,0.8178571428571428,0.0,0.16785714285714284,0.09214285714285714,0.13,0.3507142857142857,0.01044083816451064,0.010840487472243105,0.0,0.007243643702650923,0.03496931442659066,0.0,0.4685714285714286,0.32357142857142857,0.20785714285714285
4440,0.8677349266702878,0.0,0.20152091254752852,0.059206952743074415,0.12520369364475828,0.3924497555676263,0.010944507842148564,0.0063480268570367026,0.0002972320267508824,0.0017303150128712083,0.039086011517741034,0.0,0.3761542639869636,0.3185768604019555,0.30526887561108096
10400,0.6962025316455697,0.0,0.08227848101265822,0.08860759493670886,0.15822784810126583,0.3291139240506329,0.006742018639698593,0.006345429307951617,0.0011897679952409283,0.017449930596866947,0.06266111441602222,0.0,0.5886075949367089,0.18354430379746836,0.22784810126582278
3379,0.8230743356878574,0.0,0.12714429868819374,0.1096535486041036,0.1701984527413387,0.37336024217961655,0.021842120952020837,0.009530661862407298,0.00030625520123416764,0.010816933707590801,0.036419868530767216,0.0,0.3891691893710057,0.36495122771611166,0.24587958291288262
20015,0.8147722043258169,0.0,0.14496088357109987,0.12080073630924988,0.0892774965485504,0.41923607915324435,0.026282899990991752,0.009015821972716352,0.001059794354475474,0.011127840721992476,0.03289904474678864,0.0,0.3223653934652554,0.3469857340082835,0.33064887252646114
7803,0.8507985123605338,0.0,0.12710566615620214,0.143732224896084,0.127761977685408,0.3530956027127543,0.011849415299343422,0.007804388282981251,0.0002856657497430912,0.004067880276341618,0.05223112568302679,0.0,0.3806606869394006,0.3215926493108729,0.2977466637497265
17313,0.75,0.0,0.08695652173913043,0.14130434782608695,0.08695652173913043,0.3804347826086957,0.0113194732671773,0.016752820435422405,0.0,0.001811115722748368,0.041655661623212464,0.0,0.32608695652173914,0.40217391304347827,0.2717391304347826
3099,0.7095254123190845,0.0,0.09828340626051835,0.13474699876584764,0.10333221137664086,0.3365870077415012,0.010979144825622938,0.007583575352627362,0.00037774170679031796,0.006618691645065136,0.036595780789370695,0.0,0.35263098844384605,0.36250420733759675,0.28486480421855714
19778,0.8085106382978723,0.0,0.19148936170212766,0.19148936170212766,0.10638297872340426,0.2765957446808511,0.006336800971642817,0.006336800971642817,0.0,0.006336800971642817,0.049638274277868724,0.0,0.425531914893617,0.3829787234042553,0.19148936170212766
5233,0.7272727272727273,0.0,0.09090909090909091,0.0,0.18181818181818182,0.45454545454545453,0.009506079930288748,0.002376519982572187,0.0,0.002376519982572187,0.026141719808294057,0.0,0.45454545454545453,0.36363636363636365,0.18181818181818182
15626,0.7153284671532847,0.0,0.16058394160583941,0.08029197080291971,0.12408759124087591,0.2773722627737226,0.012757723738580067,0.0025515447477160134,0.0,0.010206178990864054,0.05826027173951564,0.0,0.45255474452554745,0.38686131386861317,0.16058394160583941
5528,0.9111111111111111,0.0,0.044444444444444446,0.3111111111111111,0.13333333333333333,0.24444444444444444,0.013331217267100461,0.01142675765751468,0.0,0.0031740993493096334,0.0285668941437867,0.0,0.4222222222222222,0.4666666666666667,0.1111111111111111
23344,0.9,0.0,0.016666666666666666,0.09166666666666666,0.26666666666666666,0.4166666666666667,0.006985272716688981,0.009604749985447348,0.0,0.005238954537516736,0.10477909075033472,0.0,0.275,0.3333333333333333,0.39166666666666666
24888,0.4838709677419355,0.0,0.0967741935483871,0.07526881720430108,0.07526881720430108,0.23655913978494625,0.0031313878136824255,0.0,0.0,0.008350367503153135,0.048536511112077595,0.0,0.44086021505376344,0.41935483870967744,0.13978494623655913
25555,0.7837837837837838,0.0,0.10810810810810811,0.0,0.13513513513513514,0.4864864864864865,0.028816905918138642,0.0021345856235658253,0.0,0.012807513741394952,0.03948983403596777,0.0,0.3783783783783784,0.2972972972972973,0.32432432432432434
401802,0.8809523809523809,0.0,0.023809523809523808,0.07142857142857142,0.2619047619047619,0.42857142857142855,0.017110730872647275,0.0048887802493277925,0.0,0.0048887802493277925,0.10266438523588364,0.0,0.23809523809523808,0.47619047619047616,0.2857142857142857
131629,0.7692307692307693,0.0,0.3076923076923077,0.07692307692307693,0.0,0.23076923076923078,0.01637778081070015,0.024566671216050228,0.0,0.01637778081070015,0.10645557526955098,0.0,0.6153846153846154,0.38461538461538464,0.0
31904,0.39285714285714285,0.0,0.03571428571428571,0.0,0.17857142857142858,0.10714285714285714,0.015469898156503804,0.005156632718834602,0.0,0.023204847234755705,0.07219285806368442,0.0,0.39285714285714285,0.4642857142857143,0.14285714285714285
32099,0.9090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.01000667111407605,0.02334889926617745,0.0,0.0066711140760507,0.03669112741827885,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365
6629,0.6701030927835051,0.0,0.08762886597938144,0.1134020618556701,0.1134020618556701,0.3402061855670103,0.008771929824561403,0.008771929824561403,0.0,0.009649122807017544,0.08508771929824561,0.0,0.38144329896907214,0.41237113402061853,0.20618556701030927
5048,0.7777777777777778,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.021190344573429155,0.0036852773171181137,0.0,0.0027639579878385853,0.03316749585406303,0.0,0.3055555555555556,0.3611111111111111,0.3333333333333333
358410,0.9358974358974359,0.0,0.2692307692307692,0.10256410256410256,0.07692307692307693,0.3333333333333333,0.005909583374372106,0.017728750123116317,0.0,0.006894513936767457,0.038412291933418684,0.0,0.24358974358974358,0.2564102564102564,0.5
25483,0.9090909090909091,0.0,0.0,0.13636363636363635,0.22727272727272727,0.45454545454545453,0.007742934572202864,0.002580978190734288,0.0,0.007742934572202864,0.05678152019615434,0.0,0.36363636363636365,0.3181818181818182,0.3181818181818182
26460,0.96,0.0,0.36,0.12,0.2,0.24,0.01073729420186113,0.0,0.0,0.03221188260558339,0.26843235504652824,0.0,0.44,0.48,0.08
5019,0.9411764705882353,0.0,0.0,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.04537815126050421,0.0,0.0,0.02521008403361345,0.08571428571428573,0.0,0.23529411764705882,0.35294117647058826,0.4117647058823529
9985,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0157260178228202,0.005242005940940066,0.0,0.005242005940940066,0.0314520356456404,0.0,0.6666666666666666,0.3333333333333333,0.0
8108,0.6666666666666666,0.0,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333333,0.00979591836734694,0.00979591836734694,0.0,0.0,0.05877551020408164,0.0,0.25,0.25,0.5
5205,0.7370892018779343,0.0,0.14084507042253522,0.0892018779342723,0.14084507042253522,0.30985915492957744,0.007706433483412077,0.0064567415671830915,0.0,0.0012496919162289855,0.04436406302612898,0.0,0.40375586854460094,0.3427230046948357,0.2535211267605634
36949,1.0,0.0,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.0,0.016071018596464377,0.0,0.009183439197979643,0.02755031759393893,0.0,0.3333333333333333,0.4166666666666667,0.25
161096,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.020498804236419543,0.0,0.0,0.020498804236419543,0.0,0.5,0.5,0.0
32012,0.8,0.0,0.15,0.05,0.1,0.4,0.0,0.0354924578527063,0.00354924578527063,0.00709849157054126,0.0709849157054126,0.0,0.55,0.15,0.3
7095,0.6,0.0,0.4,0.0,0.0,0.2,0.01029689377037927,0.0,0.0,0.02059378754075854,0.05148446885189635,0.0,0.0,0.6,0.4
15326,0.6,0.0,0.2,0.0,0.2,0.0,0.038430744595676546,0.0,0.0,0.019215372297838273,0.04803843074459568,0.0,0.8,0.2,0.0
22032,0.8170612813370474,0.0,0.13245125348189415,0.05097493036211699,0.1440807799442897,0.3573816155988858,0.015238542582896836,0.009782656560330333,0.00019420786338605927,0.0056636432717701935,0.06485639344706537,0.0,0.36928969359331476,0.4415041782729805,0.18920612813370474
5597,0.8510484975138719,0.0,0.08870793399149672,0.1028320242127261,0.11335303019384593,0.41846220364632125,0.006589885021132836,0.008466326857658796,0.0014137138326207489,0.00485385719958501,0.044284665587535285,0.0,0.37962095553794045,0.3260791237299128,0.2942999207321467
3360,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010723860589812333,0.0,0.010723860589812333,0.021447721179624665,0.0,0.5,0.0,0.5
3354,0.6770577933450087,0.0,0.09667250437828372,0.10402802101576182,0.0903677758318739,0.35376532399299476,0.01125062372704763,0.007814240747656513,0.0005648848733245672,0.0055076275149145305,0.044798508703934425,0.0,0.4367775831873905,0.3436077057793345,0.21961471103327496
3711,0.8,0.0,0.05333333333333334,0.08666666666666667,0.22,0.35333333333333333,0.010869912720994917,0.017583682342785893,0.0,0.016304869081492375,0.04795549729850698,0.0,0.5,0.30666666666666664,0.19333333333333333
32037,0.7179839633447881,0.0,0.15945017182130583,0.09759450171821306,0.09278350515463918,0.3117983963344788,0.014302598372018624,0.009144065687982084,0.0,0.008330963637009916,0.05818345004087725,0.0,0.4565864833906071,0.3234822451317297,0.21993127147766323
9082,0.7131082159000266,0.0,0.08747673491092794,0.07152353097580431,0.16378622706726934,0.3336878489763361,0.005967791667081095,0.006548441667121418,0.0,0.0043871333336379945,0.06066179583754595,0.0,0.4094655676681734,0.421164583887264,0.16936984844456263
