,pct_shot_first_time,pct_shot_follows_dribble,pct_shot_open_goal,pct_shot_dominant_foot,pct_shot_header,pct_shot_goal_scored,pct_shot_taken_saved,shots_per_minute,goals_over_expected,pct_shot_from_q1_dist,pct_shot_from_q2_dist,pct_shot_from_q3_dist,pct_shot_from_q4_dist,pct_shots_taken_in_arc,pct_of_goals_from_arc,pct_shots_taken_in_box,pct_of_goals_from_box,avg_progress_to_goal_shooting_on_per_carry,avg_distance_traveled_per_carry,pct_carrying_team_possession,pct_miscontrol,pct_dispossessed,carries,pct_duel_won,duels_per_minute,foul_committed_per_minute,yellow_cards_per_minute,red_cards_per_minute,defensive_pressures_applied_per_minute,defensive_blocks_per_minute,defensive_interceptions_per_minute,MINUTES_ON_PITCH,pass_attempt,pass_success_pct,pass_attempts_per_minute,percent_cross_success,percent_through_ball_success,percent_pass_through_ball,percent_pass_cross,percent_q1_pass_dist,percent_q2_pass_dist,percent_q3_pass_dist,percent_q4_pass_dist,pass_shot_assist_per_minute,cluster
2324,0.2916666666666667,0.0,0.0,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.0,0.018894414338761104,-0.7454885137267411,0.125,0.08333333333333333,0.2916666666666667,0.5,0.75,1.0,0.25,0.0,1.838450617185483,5.305257717827713,0.06162819926853389,0.010817307692307692,0.004807692307692308,832.0,0.5263157894736842,0.013816507090049692,0.0,0.0014543691673736519,0.0,0.08580778087504545,0.0058174766694946076,0.0058174766694946076,1375.1666666666665,965.0,0.06010362694300518,0.701733123257787,0.0,0.2,0.0051813471502590676,0.0051813471502590676,0.18652849740932642,0.25803108808290154,0.28911917098445594,0.26632124352331604,0.009453399587928736,2
2325,0.34782608695652173,0.0,0.0,0.8260869565217391,0.08695652173913043,0.08695652173913043,0.0,0.021395182983077653,0.5886792996898293,0.13043478260869565,0.2608695652173913,0.391304347826087,0.21739130434782608,0.43478260869565216,0.0,0.3695652173913043,0.75,1.431989792771682,4.605114137413993,0.04852727783008009,0.015873015873015872,0.017361111111111112,2016.0,0.6197183098591549,0.024343274456133532,0.001371452082035692,0.0,0.0,0.1968033737721218,0.013371657799847997,0.004457219266615999,2916.616666666667,2323.0,0.08953938872148084,0.7964707966422281,0.13043478260869565,0.5333333333333333,0.0064571674558760225,0.009900990099009901,0.24752475247524752,0.23331898407232027,0.19371502367628068,0.3254412397761515,0.00925730155374092,0
2326,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.04089282671664679,-0.5045745130628347,0.25,0.25,0.0,0.5,0.25,0.0,0.0,0.0,1.822252108541591,5.251796936429995,0.10068058826135269,0.0125,0.0125,160.0,0.3333333333333333,0.01546258912464565,0.0,0.010308392749763766,0.0,0.26801821149385796,0.041233570999055065,0.005154196374881883,194.01666666666665,166.0,0.1746987951807229,0.8555965982303927,0.0,0.3333333333333333,0.018072289156626505,0.030120481927710843,0.20481927710843373,0.20481927710843373,0.1746987951807229,0.41566265060240964,0.005154196374881883,2
2327,0.20833333333333334,0.0,0.0,0.5,0.125,0.08333333333333333,0.0,0.01647333379092594,0.8525745184160769,0.125,0.16666666666666666,0.25,0.4583333333333333,0.625,0.0,0.2916666666666667,1.0,2.204042741329628,4.726767656366291,0.03882319277965967,0.011728395061728396,0.0049382716049382715,1620.0,0.6172839506172839,0.027048386558176298,0.0010017920947472704,0.0023375148877436305,0.0,0.09350059550974522,0.014692950722959964,0.004675029775487261,2994.633333333333,2102.0,0.13082778306374881,0.7019223277195873,0.25,0.3333333333333333,0.0014272121788772598,0.03425309229305423,0.31303520456707895,0.2797335870599429,0.23120837297811608,0.17602283539486205,0.005676821870234531,0
2328,0.6666666666666666,0.0,0.0,0.7777777777777778,0.05555555555555555,0.16666666666666666,0.0,0.02835687654256157,-0.26722218189388514,0.2777777777777778,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.5555555555555556,0.6666666666666666,0.9875068118761587,4.000531784596946,0.02408742824354215,0.03125,0.0375,320.0,0.7857142857142857,0.030073572847859945,0.0,0.00214811234627571,0.0,0.13747919016164545,0.009666505558240697,0.0,931.0500000000001,382.0,0.1518324607329843,0.41028945813866063,0.0,0.0,0.01832460732984293,0.010471204188481676,0.36387434554973824,0.225130890052356,0.2198952879581152,0.19109947643979058,0.00859244938510284,0
2329,0.25,0.0,0.0,0.75,0.08333333333333333,0.0,0.0,0.02316229692777867,-1.5045353379100561,0.25,0.25,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.0,0.5833333333333334,0.0,3.399505494664167,6.942634116359187,0.026259380420395766,0.052083333333333336,0.10416666666666667,96.0,0.875,0.01544153128518578,0.0,0.0,0.0,0.1370435901560238,0.013511339874537558,0.0,518.0833333333334,87.0,0.28735632183908044,0.16792665272639534,0.0,0.0,0.0,0.0,0.41379310344827586,0.2988505747126437,0.1724137931034483,0.11494252873563218,0.005790574231944667,1
2330,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.017863978563225722,-0.3849387392401695,0.0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,1.5508429537763444,4.745698344733104,0.0419668619104561,0.016877637130801686,0.05063291139240506,237.0,0.6666666666666666,0.025155123260103978,0.0016770082173402652,0.0033540164346805303,0.0,0.20962602716753315,0.021801106825423446,0.0016770082173402652,596.3,249.0,0.1566265060240964,0.417575046117726,0.0,0.0,0.004016064257028112,0.0,0.24096385542168675,0.3132530120481928,0.26104417670682734,0.18473895582329317,0.01006204930404159,1
2334,0.2509505703422053,0.0,0.011406844106463879,0.8136882129277566,0.019011406844106463,0.13307984790874525,0.0,0.04799664206002317,3.1329659554176033,0.1634980988593156,0.22813688212927757,0.376425855513308,0.23193916349809887,0.5247148288973384,0.34285714285714286,0.4752851711026616,0.6571428571428571,1.9172178987666526,5.116960293462681,0.03537513097151613,0.0427807486631016,0.04144385026737968,2992.0,0.5547945205479452,0.02525871440063896,0.0017300489315506136,0.001903053824705675,0.0,0.19168942161580801,0.01781950399497132,0.003633102756256289,5780.1833333333325,2893.0,0.16038714137573454,0.5005031558975928,0.34408602150537637,0.4,0.005184929139301763,0.03214656066367093,0.22779122018665746,0.232284825440719,0.23401313515381955,0.30591081921880403,0.012283347414009362,0
2335,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.026260504201680676,-0.9620882831513882,0.2,0.2,0.4,0.2,0.6,0.0,0.4,0.0,1.0766143293504864,5.779215269142765,0.06426704404342852,0.07377049180327869,0.08196721311475409,122.0,0.5555555555555556,0.047268907563025216,0.0,0.0,0.0,0.3256302521008404,0.03676470588235294,0.01050420168067227,190.39999999999998,96.0,0.28125,0.504201680672269,1.0,1.0,0.010416666666666666,0.010416666666666666,0.19791666666666666,0.1875,0.14583333333333334,0.46875,0.01050420168067227,2
2337,0.34615384615384615,0.0,0.0,0.6923076923076923,0.038461538461538464,0.038461538461538464,0.0,0.022794687084471847,-0.8596262154169381,0.0,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.6923076923076923,0.0,0.3076923076923077,1.0,1.271415660757816,5.057353205265727,0.05303515308906887,0.037125748502994015,0.041916167664670656,835.0,0.6923076923076923,0.02720171115037664,0.0020924393192597417,0.0013949595461731613,0.0,0.15972286803682695,0.014647075234818192,0.0020924393192597417,1433.7333333333331,835.0,0.25868263473053893,0.5823956105272948,0.4782608695652174,0.6,0.005988023952095809,0.027544910179640718,0.17964071856287425,0.25389221556886227,0.22874251497005987,0.3377245508982036,0.013252115688645032,0
2339,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010771992818671455,-0.02985389716923237,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.607501059184486,7.777134461432462,0.016962616846923823,0.13333333333333333,0.06666666666666667,15.0,0.0,0.0,0.0,0.0,0.0,0.06463195691202873,0.0,0.0,92.83333333333333,15.0,0.2,0.16157989228007183,0.0,0.0,0.0,0.0,0.4666666666666667,0.2,0.2,0.13333333333333333,0.0,2
2340,0.39650872817955113,0.0,0.007481296758104738,0.6783042394014963,0.00997506234413965,0.06733167082294264,0.004987531172069825,0.021958785750336093,-4.944208792876452,0.10723192019950124,0.22194513715710723,0.3491271820448878,0.32169576059850374,0.5960099750623441,0.2222222222222222,0.36159600997506236,0.7407407407407407,2.3087923267024593,5.581592947387228,0.05804943247626452,0.0167550570235134,0.024029661613554232,21307.0,0.7242798353909465,0.019335972468121503,0.0006763611768684476,0.0011537925958344107,0.0,0.12385366727008691,0.010224989556187709,0.00155165211163938,25134.5,21067.0,0.10798879764560687,0.8381706419463287,0.3107142857142857,0.501577287066246,0.015047230265343903,0.01329092894099777,0.2359139887027104,0.25437888641002515,0.23548678027246403,0.2742203446148004,0.014283156617398396,0
2343,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010454783063251438,-0.292052298784256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8217313847413085,3.81740797780082,0.018218476607038302,0.09375,0.0625,32.0,0.0,0.005347117012743962,0.0,0.0,0.0,0.10694234025487925,0.0,0.0,187.01666666666665,34.0,0.23529411764705882,0.18180197843329474,0.0,0.0,0.0,0.029411764705882353,0.29411764705882354,0.2647058823529412,0.20588235294117646,0.23529411764705882,0.0,1
2344,0.25,0.0,0.0,0.9375,0.03125,0.0625,0.0,0.03753005336304463,0.14172168308869004,0.0,0.1875,0.25,0.5625,0.75,0.0,0.21875,1.0,2.2376828976177983,5.930118444157601,0.057684127981712394,0.02102496714848883,0.035479632063074903,761.0,0.6956521739130435,0.021989228464896905,0.0019121068230345134,0.00573632046910354,0.0,0.1835622550113133,0.013384747761241595,0.00286816023455177,1045.9666666666667,774.0,0.1227390180878553,0.7399853405143567,0.3333333333333333,0.16666666666666666,0.007751937984496124,0.023255813953488372,0.2532299741602067,0.2054263565891473,0.16149870801033592,0.3798449612403101,0.023901335287931418,0
2345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010581077506392735,-0.11593841016292572,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,3.2268005757305094,6.254114297613029,0.03502508525209952,0.0,0.03896103896103896,77.0,0.8,0.013304359395095127,0.0,0.002660871879019025,0.0,0.10643487516076101,0.0212869750321522,0.00532174375803805,375.81666666666666,97.0,0.2268041237113402,0.25810457226484546,0.0,0.0,0.0,0.0,0.1134020618556701,0.1958762886597938,0.26804123711340205,0.422680412371134,0.0,1
2346,0.42857142857142855,0.0,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.0,0.011115080782819262,0.3173013376072049,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.6428571428571429,1.0,0.2857142857142857,0.0,1.8226535161389152,3.878681914358793,0.037489515264602,0.010250569476082005,0.02164009111617312,878.0,0.6078431372549019,0.025302011757993705,0.0,0.003968943020861758,0.0,0.20092774043112646,0.01736412571627019,0.006945650286508075,2015.65,1092.0,0.1282051282051282,0.5417607223476297,0.0,0.3333333333333333,0.008241758241758242,0.0018315018315018315,0.21703296703296704,0.24267399267399267,0.27197802197802196,0.2683150183150183,0.003472825143254037,2
2347,0.5833333333333334,0.0,0.0,0.4583333333333333,0.125,0.041666666666666664,0.041666666666666664,0.018202042673677823,-0.12171680945903063,0.20833333333333334,0.16666666666666666,0.375,0.25,0.5833333333333334,0.0,0.4166666666666667,1.0,1.5162601923740522,4.602454786574878,0.0383159574057078,0.016091954022988506,0.027586206896551724,870.0,0.7068965517241379,0.025666745338683034,0.0008850601840925184,0.004425300920462592,0.0,0.2137420344583432,0.01548855322161907,0.004425300920462592,2259.733333333333,1041.0,0.1431316042267051,0.4606738258201558,0.3076923076923077,0.75,0.0038424591738712775,0.012487992315081652,0.25456292026897215,0.23631123919308358,0.23823246878001922,0.27089337175792505,0.0030977106443238144,0
2350,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.02074688796680498,-0.024513626471161842,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5395682828368644,4.000317503766614,0.029744722457736617,0.0,0.047619047619047616,21.0,0.6666666666666666,0.031120331950207466,0.01037344398340249,0.0,0.0,0.3008298755186722,0.01037344398340249,0.0,96.4,14.0,0.35714285714285715,0.14522821576763484,0.0,0.0,0.0,0.0,0.5,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.0,2
2351,0.41818181818181815,0.0,0.01818181818181818,0.7454545454545455,0.03636363636363636,0.05454545454545454,0.0,0.026442307692307692,-2.6286040116101503,0.05454545454545454,0.32727272727272727,0.41818181818181815,0.2,0.509090909090909,0.0,0.43636363636363634,0.6666666666666666,3.9785433430314905,7.667704448230185,0.051027757744443424,0.0717614165890028,0.07362534948741846,1073.0,0.5333333333333333,0.011767474699929394,0.0011767474699929394,0.002353494939985879,0.0,0.17729661881226955,0.0149054679532439,0.003137993253314505,2549.3999999999996,1036.0,0.32915057915057916,0.40637012630422853,0.2463768115942029,0.3,0.019305019305019305,0.06660231660231661,0.18146718146718147,0.14671814671814673,0.20270270270270271,0.4691119691119691,0.01686671373656547,0
2352,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010718113612004287,-0.026217687875032425,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3614325667848735,9.049068436342397,0.041305571789771775,0.16279069767441862,0.023255813953488372,43.0,0.0,0.0053590568060021436,0.0,0.0053590568060021436,0.0,0.2679528403001072,0.021436227224008574,0.0053590568060021436,186.6,42.0,0.5238095238095238,0.22508038585209003,0.0,0.0,0.0,0.07142857142857142,0.3333333333333333,0.19047619047619047,0.09523809523809523,0.38095238095238093,0.0,2
2353,0.25,0.0,0.0,0.625,0.25,0.0,0.0,0.029085620796218868,-0.47942127380520105,0.25,0.375,0.125,0.25,0.25,0.0,0.75,0.0,1.3177462748847506,5.7579215751174795,0.03605688146818367,0.16842105263157894,0.08421052631578947,95.0,0.75,0.010784093462143339,0.0026960233655358348,0.0,0.0,0.18872163558750846,0.018872163558750845,0.0,370.9166666666667,121.0,0.2727272727272727,0.326218827229836,0.5,0.0,0.01652892561983471,0.01652892561983471,0.35537190082644626,0.2066115702479339,0.18181818181818182,0.256198347107438,0.01617614019321501,1
2354,0.375,0.0,0.0,0.625,0.3,0.05,0.0,0.02360485473178984,-1.0632455218583345,0.375,0.225,0.3,0.1,0.325,0.5,0.65,0.5,2.759389041748697,6.067201931261424,0.03743259429752422,0.02788339670468948,0.034220532319391636,789.0,0.5901639344262295,0.024906600249066005,0.0012249147663475086,0.002449829532695017,0.0,0.13351570953187844,0.01796541657309679,0.00857440336443256,2449.1500000000005,1060.0,0.23867924528301887,0.43280321744278616,0.19047619047619047,0.4,0.0047169811320754715,0.03962264150943396,0.29245283018867924,0.24150943396226415,0.2330188679245283,0.2330188679245283,0.002858134454810852,0
2355,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.010618529333687282,0.9021870284341276,0.5,0.25,0.0,0.25,0.0,0.0,0.75,1.0,1.1027215079827537,5.010659613674737,0.029369004994449537,0.00865051903114187,0.012110726643598616,578.0,0.5581395348837209,0.014796886918519624,0.0006882272985357965,0.0017205682463394911,0.0,0.04679945630043416,0.016173341515591216,0.008946954880965355,2906.016666666666,877.0,0.19954389965792474,0.3017876704079468,0.0,0.0,0.0011402508551881414,0.004561003420752566,0.16647662485746864,0.1961231470923603,0.28164196123147095,0.3557582668187001,0.0030970228434110845,3
2356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010436597669159855,-0.005338597577065229,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4297468952463777,4.975051419513662,0.042556458079815854,0.043478260869565216,0.03864734299516908,207.0,0.6666666666666666,0.03808717731696996,0.0,0.004231908590774439,0.0,0.4062632247143462,0.01904358865848498,0.01904358865848498,472.6,235.0,0.11914893617021277,0.49724925941599657,0.4,0.0,0.0,0.02127659574468085,0.2,0.2297872340425532,0.2297872340425532,0.3404255319148936,0.012695725772323318,2
2357,0.47619047619047616,0.0,0.047619047619047616,0.7619047619047619,0.09523809523809523,0.2857142857142857,0.0,0.024926309125798733,1.116548728197813,0.2857142857142857,0.47619047619047616,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.0,0.6666666666666666,1.0,2.6667240128537344,6.481801741218807,0.04325402588273174,0.0794912559618442,0.07154213036565978,629.0,0.5833333333333334,0.007958791148055625,0.000663232595671302,0.000663232595671302,0.0,0.1306568213472465,0.007295558552384322,0.00331616297835651,1601.8500000000001,621.0,0.2753623188405797,0.38767674875924707,0.2916666666666667,0.6,0.008051529790660225,0.03864734299516908,0.1996779388083736,0.21256038647342995,0.1610305958132045,0.42673107890499196,0.01248556356712551,0
2358,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.013481847655121497,0.30461919121444225,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,1.0,1.831926271941611,4.599898012420197,0.028214889132431753,0.029661016949152543,0.03389830508474576,236.0,0.7692307692307693,0.016048392074563298,0.0,0.0,0.0,0.164187395839763,0.018517375470649963,0.0024689833960866614,810.05,253.0,0.17786561264822134,0.31232639960496267,1.0,0.0,0.003952569169960474,0.003952569169960474,0.2450592885375494,0.22134387351778656,0.2490118577075099,0.2845849802371542,0.0012344916980433307,0
2359,0.0,0.0,0.0,0.75,0.125,0.0,0.0,0.02080263500043339,-0.8687867354601622,0.25,0.125,0.5,0.125,0.625,0.0,0.375,0.0,2.182366970932059,5.862632117425383,0.040329483510587766,0.05172413793103448,0.08045977011494253,174.0,0.4,0.010430791697089808,0.002086158339417962,0.0,0.0,0.12934181704391362,0.008344633357671848,0.002086158339417962,479.34999999999997,176.0,0.26136363636363635,0.3671638677375613,0.4,0.75,0.022727272727272728,0.08522727272727272,0.20454545454545456,0.25,0.2897727272727273,0.2556818181818182,0.01877542505476166,2
2361,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.021012081947119593,-0.1578012201935053,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.2531136565738605,4.599269367964951,0.04010497973790234,0.02097902097902098,0.016317016317016316,429.0,0.625,0.03846030575943079,0.0009615076439857697,0.0019230152879715393,0.0,0.13172654722605046,0.0317297522515304,0.002884522931957309,1040.0333333333333,607.0,0.18616144975288304,0.5836351398993622,0.4782608695652174,0.0,0.0,0.03789126853377265,0.2471169686985173,0.28171334431630973,0.2833607907742998,0.18780889621087316,0.008653568795871928,1
2363,0.23529411764705882,0.0,0.08823529411764706,0.23529411764705882,0.6764705882352942,0.20588235294117646,0.0,0.01873656753430445,1.622172037139535,0.7352941176470589,0.11764705882352941,0.029411764705882353,0.11764705882352941,0.14705882352941177,0.2857142857142857,0.7941176470588235,0.7142857142857143,1.8250965997397806,4.917401042028593,0.05213011219953567,0.00518326545723806,0.008515364679748241,2701.0,0.6551724137931034,0.014028920539065303,0.00024187794032871213,0.0014512676419722727,0.0,0.07909408648748886,0.010642629374463334,0.004353802925916818,4134.316666666667,3107.0,0.035725780495654974,0.7515147606013086,0.0,0.23076923076923078,0.0041841004184100415,0.000643707756678468,0.2413904087544255,0.26746057289990344,0.28194399742516896,0.20920502092050208,0.0012093897016435607,3
2364,0.26666666666666666,0.0,0.0,1.0,0.0,0.2,0.0,0.050642883268154075,1.5524075534194708,0.06666666666666667,0.43333333333333335,0.36666666666666664,0.13333333333333333,0.36666666666666664,0.3333333333333333,0.6,0.6666666666666666,1.2899334150354023,5.360902258752657,0.037859315984751556,0.1222707423580786,0.03056768558951965,229.0,0.75,0.020257153307261626,0.0,0.0,0.0,0.13842388093295446,0.013504768871507752,0.001688096108938469,592.3833333333334,222.0,0.15315315315315314,0.37475733618434004,0.375,1.0,0.0045045045045045045,0.036036036036036036,0.11261261261261261,0.14414414414414414,0.16216216216216217,0.581081081081081,0.01181667276256928,0
2365,0.09523809523809523,0.0,0.0,0.7619047619047619,0.19047619047619047,0.047619047619047616,0.0,0.03703594838482114,-0.7471730983816087,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.42857142857142855,0.42857142857142855,0.0,0.38095238095238093,1.0,3.7570887028667572,8.31601108376494,0.0441541883506999,0.13537117903930132,0.06550218340611354,229.0,0.5555555555555556,0.013633265167007498,0.003029614481557222,0.003029614481557222,0.0,0.23025070059834887,0.01666287964856472,0.0,660.15,169.0,0.1834319526627219,0.25600242369158527,0.0,0.0,0.005917159763313609,0.005917159763313609,0.21893491124260356,0.17751479289940827,0.1893491124260355,0.41420118343195267,0.009088843444671665,0
2367,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.025806451612903226,-0.2642494924366474,0.0,0.0,0.6,0.4,1.0,0.0,0.0,0.0,1.4372716287956389,5.207994847176968,0.04048066688128546,0.009287925696594427,0.043343653250773995,323.0,0.5769230769230769,0.04488950276243094,0.0017265193370165747,0.0017265193370165747,0.0,0.20718232044198898,0.02417127071823205,0.005179558011049724,675.3333333333333,326.0,0.1165644171779141,0.4827245804540968,0.3333333333333333,0.3333333333333333,0.009202453987730062,0.009202453987730062,0.1901840490797546,0.17791411042944785,0.22699386503067484,0.4049079754601227,0.005923000987166832,2
2369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010712372790573113,-0.014523979276418686,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.017375217669469,6.260439521196316,0.0724050474937977,0.0,0.015873015873015872,63.0,1.0,0.010712372790573113,0.0,0.0,0.0,0.13926084627745047,0.010712372790573113,0.0,93.35,93.0,0.21505376344086022,0.9962506695232994,0.0,0.0,0.0,0.0,0.3763440860215054,0.3763440860215054,0.1935483870967742,0.053763440860215055,0.010712372790573113,2
2371,0.2222222222222222,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.013134531656653613,-0.3829459813423455,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.0,0.4444444444444444,0.0,2.351660314877874,5.692506019676797,0.03489017584579371,0.02389705882352941,0.02389705882352941,544.0,0.6274509803921569,0.030497528304895546,0.0011959815021527665,0.0,0.0,0.1106282889491309,0.020331685536597033,0.008371870515069366,1672.2666666666667,728.0,0.1978021978021978,0.43533726678360707,0.25,1.0,0.0027472527472527475,0.038461538461538464,0.3159340659340659,0.27472527472527475,0.22252747252747251,0.18681318681318682,0.0077738797639929835,2
2372,0.5,0.0,0.03225806451612903,0.6612903225806451,0.04838709677419355,0.14516129032258066,0.016129032258064516,0.025460269659845325,-0.4577624681405723,0.25806451612903225,0.5161290322580645,0.14516129032258066,0.08064516129032258,0.16129032258064516,0.1111111111111111,0.8064516129032258,0.8888888888888888,5.002825302092842,8.362318668038688,0.04053490792925007,0.04634581105169341,0.0481283422459893,1122.0,0.7692307692307693,0.009522472424506935,0.0014649957576164517,0.0007324978788082259,0.0,0.0992534625785146,0.01501620651556863,0.0,2730.383333333333,1087.0,0.18307267709291627,0.3981125971322708,0.40816326530612246,0.3333333333333333,0.005519779208831647,0.09015639374425023,0.47286108555657774,0.25850965961361544,0.15271389144434222,0.11591536338546458,0.014283708636760407,0
2373,0.0,0.0,0.0,0.2,0.8,0.1,0.0,0.020974620708942182,0.4327550604939461,0.6,0.2,0.1,0.1,0.1,0.0,0.7,1.0,1.783092875571009,4.5493187434697075,0.03625477776157436,0.0045662100456621,0.00684931506849315,438.0,0.7027027027027027,0.029374793251736683,0.0,0.0015878266622560368,0.0,0.10559047304002644,0.01508435329143235,0.0023817399933840555,1259.5833333333333,561.0,0.11586452762923351,0.4453853787628184,0.0,0.0,0.0,0.0017825311942959,0.18181818181818182,0.24955436720142601,0.27807486631016043,0.2905525846702317,0.0015878266622560372,3
2374,0.25,0.0,0.0,0.875,0.125,0.0,0.0,0.012116010803442967,-0.2872590636834502,0.125,0.25,0.125,0.5,0.375,0.0,0.375,0.0,2.2135355206125022,4.669107217207643,0.026461837670452425,0.03110047846889952,0.03110047846889952,418.0,0.6842105263157895,0.025242460475621096,0.0,0.0039856516540454365,0.0,0.0996412913511359,0.016606881891855985,0.005978477481068154,1505.3999999999999,614.0,0.20521172638436483,0.40786501926398305,0.4375,0.0,0.0016286644951140066,0.026058631921824105,0.3941368078175896,0.28338762214983715,0.1498371335504886,0.17263843648208468,0.0033213763783711972,2
2375,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.049858733588166865,1.6309439912438393,0.0,0.4,0.6,0.0,0.4,0.5,0.6,0.5,2.4103119000611457,5.904065253199699,0.06850282068039298,0.006993006993006993,0.02097902097902098,143.0,0.5,0.010234541577825159,0.0051172707889125795,0.0,0.0,0.08187633262260127,0.015351812366737739,0.015351812366737739,195.41666666666669,163.0,0.12883435582822086,0.8341151385927504,0.6666666666666666,1.0,0.006134969325153374,0.018404907975460124,0.13496932515337423,0.13496932515337423,0.1656441717791411,0.5644171779141104,0.0051172707889125795,0
2376,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.0,0.015995734470807786,-0.7463220953941345,0.7272727272727273,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.8181818181818182,1.0,2.551663499907135,5.762350686534723,0.04006115703107048,0.0071090047393364926,0.009478672985781991,422.0,0.7142857142857143,0.009430890657804624,0.0,0.0,0.0,0.06668986965161841,0.01481997103369298,0.0033681752349302226,1484.4833333333333,563.0,0.17761989342806395,0.3792565314531431,0.0,0.5,0.003552397868561279,0.0,0.12433392539964476,0.21492007104795738,0.27175843694493784,0.38898756660746003,0.0006736350469860445,3
2379,0.047619047619047616,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.02970472092886191,4.887251322157681,0.023809523809523808,0.19047619047619047,0.3333333333333333,0.4523809523809524,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.5714285714285714,2.8670110314121215,5.940686912689054,0.05798095699918188,0.031212484993997598,0.04921968787515006,833.0,0.45454545454545453,0.006469700237222342,0.0017644637010606388,0.0023526182680808517,0.0,0.12115984080616386,0.00823416393828298,0.0017644637010606388,1700.2333333333333,813.0,0.26814268142681424,0.4781696629874331,0.15625,0.0,0.004920049200492005,0.07872078720787208,0.2017220172201722,0.16728167281672818,0.1931119311193112,0.43788437884378845,0.021761718979747876,0
2380,0.4375,0.0,0.0,0.875,0.0,0.0,0.0,0.024174053182917005,-0.6030408795922995,0.0,0.0625,0.4375,0.5,0.8125,0.0,0.1875,0.0,2.636086235665674,5.289002971014623,0.049579037895211384,0.0371900826446281,0.02066115702479339,484.0,0.5925925925925926,0.0285779808421684,0.0,0.002116887469790252,0.0,0.2656693774586766,0.026461093372378147,0.004233774939580504,944.7833333333333,567.0,0.164021164021164,0.6001375976855364,0.25,0.4,0.008818342151675485,0.007054673721340388,0.21340388007054673,0.21164021164021163,0.20282186948853614,0.37213403880070545,0.014818212288531763,2
2383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010478519035976248,-0.05046010762453079,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0338526307123743,3.794199480951581,0.06880249630381471,0.022321428571428572,0.03125,448.0,1.0,0.006330449461911795,0.0,0.002110149820637265,0.0,0.13715973834142223,0.006330449461911795,0.002110149820637265,473.90000000000003,486.0,0.11522633744855967,1.0255328128297108,0.4,0.0,0.006172839506172839,0.0102880658436214,0.15432098765432098,0.12757201646090535,0.16049382716049382,0.5576131687242798,0.018991348385735386,1
